Response ID,DOB,Gender,Employment Duration,Industry,Profession,No of Employees in organization,Has children,Location,Weekly Remote work time(in %),Preferred weekly Remote work time(in %),Yearly Remote work time(in %),Preferred Yearly Remote work time(in %),Preferred Remote work time post Covid
1383,1985,Male,Less than 1 year,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,No,Metro,40,60,40,60,60
1384,1999,Female,Less than 1 year,Administrative and Support,Technicians and trades workers - Automotive and Engineering Trades Workers,20-199,No,Metro,30,40,20,10,50
1385,1976,Male,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,Yes,Metro,30,40,30,20,20
1386,1982,Female,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",5-19,Yes,Metro,100,100,80,100,100
1387,1980,Male,Between 1 and 5 years,Information Media and Telecommunications,Professionals - Arts and Media Professionals,20-199,Yes,Metro,50,60,40,60,30
1388,1983,Male,More than 5 years,Manufacturing,Managers - Specialist Managers,More than 200,Yes,Metro,100,100,100,100,80
1389,1989,Male,Less than 1 year,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",5-19,Yes,Metro,50,50,50,50,50
1390,1985,Male,Between 1 and 5 years,Retail Trade,Sales workers - Sales Representatives and Agents,20-199,No,Metro,30,40,40,40,40
1391,1977,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,No,Metro,80,100,60,60,60
1392,1984,Male,Less than 1 year,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,90,90,90,90,80
1393,1979,Male,More than 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,Yes,Regional,100,100,100,90,90
1394,1989,Female,Between 1 and 5 years,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Metro,100,40,100,40,50
1395,1996,Female,Less than 1 year,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",20-199,No,Metro,100,100,100,80,60
1396,1995,Female,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,70,70,70,80,80
1397,1990,Female,Less than 1 year,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",1-4,No,Metro,100,100,100,100,100
1398,1991,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,More than 200,Yes,Metro,60,60,60,60,60
1399,1991,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - Office Managers and Program Administrators,20-199,No,Metro,40,50,0,50,40
1400,1993,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Clerical and administrative workers - General Clerical Workers,More than 200,No,Metro,100,100,100,100,100
1401,1979,Female,More than 5 years,Health Care and Social Assistance,Managers - Specialist Managers,20-199,Yes,Metro,40,50,50,50,50
1402,1992,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - Health Professionals,5-19,Yes,Metro,100,100,100,100,100
1403,1982,Female,Between 1 and 5 years,"Rental, Hiring and Real Estate",Sales workers - Sales Support Workers,5-19,Yes,Metro,40,100,40,5,100
1404,1993,Female,Less than 1 year,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Yes,Metro,90,90,60,80,80
1405,1982,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Metro,100,100,100,80,90
1406,1980,Female,Between 1 and 5 years,"Agriculture, Forestry and Fishing","Professionals - Business, Human Resource and Marketing Professionals",5-19,Yes,Metro,50,60,50,60,50
1407,1976,Female,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,No,Metro,100,80,80,60,60
1408,1979,Female,Between 1 and 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Metro,5,20,20,50,20
1409,1962,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Clerical and administrative workers - Clerical and Office Support Workers,20-199,Yes,Regional,100,100,100,100,100
1410,1988,Female,Between 1 and 5 years,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,100,100,100
1411,1998,Female,Less than 1 year,Other Services,Managers - Specialist Managers,20-199,Yes,Metro,10,30,10,30,40
1412,1985,I would rather not say,More than 5 years,Construction,"Professionals - Business, Human Resource and Marketing Professionals",Self employed,No,Metro,5,5,0,30,30
1413,1992,Female,Between 1 and 5 years,Retail Trade,Clerical and administrative workers - General Clerical Workers,20-199,No,Metro,5,100,0,100,100
1414,1984,Male,Between 1 and 5 years,Financial and Insurance,Professionals - ICT Professionals,20-199,No,Metro,80,40,60,40,40
1415,1977,Female,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,20-199,No,Regional,100,100,100,100,100
1416,1994,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,80,60,80,60,60
1417,1979,Female,More than 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,No,Metro,90,100,70,100,50
1418,1976,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",5-19,No,Metro,10,10,10,10,10
1419,1987,Male,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,No,Regional,100,100,100,100,100
1420,1984,Female,More than 5 years,Construction,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,No,Regional,20,50,20,50,50
1421,1984,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",5-19,No,Metro,80,80,60,60,60
1422,1983,Male,Between 1 and 5 years,Education and Training,Managers - Specialist Managers,More than 200,No,Metro,50,50,40,50,50
1423,1993,Male,More than 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,No,Metro,90,50,60,60,50
1424,1979,Male,Between 1 and 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,80,40,80,40,40
1425,1993,Male,Between 1 and 5 years,Health Care and Social Assistance,Professionals - Health Professionals,Self employed,No,Metro,0,20,0,0,5
1426,1977,Female,Between 1 and 5 years,Administrative and Support,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Yes,Metro,100,100,100,100,80
1427,1980,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Regional,20,0,20,0,0
1428,1976,Female,Between 1 and 5 years,Information Media and Telecommunications,Clerical and administrative workers - Other Clerical and Administrative Workers,20-199,No,Metro,100,100,100,100,100
1429,1983,Female,Less than 1 year,Other Services,Clerical and administrative workers - Clerical and Office Support Workers,20-199,Yes,Metro,90,90,90,90,80
1430,1982,Female,More than 5 years,Wholesale Trade,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,0,50,0,50,50
1431,1991,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Yes,Metro,50,50,20,20,60
1432,1994,Female,Between 1 and 5 years,Construction,Technicians and trades workers - Construction Trades Workers,More than 200,No,Metro,60,70,60,70,70
1433,1989,Male,More than 5 years,Accommodation and Food,Professionals - ICT Professionals,5-19,No,Metro,50,50,50,50,40
1434,1983,Female,Between 1 and 5 years,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,More than 200,No,Metro,100,100,40,100,60
1435,1978,Male,More than 5 years,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Metro,5,5,5,5,5
1436,1982,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Yes,Metro,100,100,90,100,80
1437,1991,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,80,100,60,80
1438,1985,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",20-199,No,Metro,100,100,50,100,100
1439,1978,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,No,Metro,80,80,80,80,70
1440,1979,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Metro,100,80,100,80,50
1441,1986,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,20-199,Yes,Metro,0,50,0,20,0
1442,1983,Female,Between 1 and 5 years,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,40,100,100
1443,1977,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Metro,100,100,100,100,40
1444,1984,Female,More than 5 years,Health Care and Social Assistance,"Managers - Hospitality, Retail and Service Managers",20-199,Yes,Metro,5,50,5,50,50
1445,1984,Female,More than 5 years,Education and Training,Professionals - Education Professionals,20-199,No,Metro,5,60,0,80,80
1446,1981,Female,More than 5 years,Construction,"Managers - Hospitality, Retail and Service Managers",More than 200,Yes,Metro,30,50,30,50,50
1447,1987,Female,Between 1 and 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,No,Metro,10,20,5,20,10
1448,1984,Male,Between 1 and 5 years,"Rental, Hiring and Real Estate","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,100,80,80,60,60
1449,1978,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5-19,Yes,Metro,90,100,80,100,50
1450,1990,Male,Less than 1 year,Education and Training,Managers - Specialist Managers,More than 200,Yes,Metro,50,50,50,50,50
1451,1982,Female,Between 1 and 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,100,100,100,100,100
1452,1989,Male,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,Self employed,Yes,Metro,0,0,0,0,0
1453,1994,Female,Between 1 and 5 years,Other Services,Sales workers - Sales Representatives and Agents,20-199,Yes,Metro,50,50,50,50,50
1454,1998,Male,Less than 1 year,Information Media and Telecommunications,Managers - Specialist Managers,5-19,No,Metro,80,80,80,80,100
1455,1989,Male,More than 5 years,Manufacturing,Managers - Specialist Managers,20-199,No,Metro,70,50,100,70,70
1456,1999,Female,Less than 1 year,"Professional, Scientific and Technical",Professionals - Health Professionals,5-19,No,Metro,100,100,90,100,5
1457,1992,Male,Between 1 and 5 years,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,100,100,100
1458,1994,Female,Less than 1 year,Wholesale Trade,Clerical and administrative workers - Office Managers and Program Administrators,20-199,Yes,Metro,30,30,30,50,10
1459,1993,Female,Between 1 and 5 years,Other Services,"Professionals - Legal, Social and Welfare Professionals",20-199,No,Metro,5,5,100,100,100
1460,1996,Female,More than 5 years,"Rental, Hiring and Real Estate","Managers - Hospitality, Retail and Service Managers",5-19,Yes,Regional,40,40,40,40,50
1461,1973,Male,More than 5 years,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,30,40,50,40,30
1462,1987,Female,More than 5 years,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,20-199,Yes,Regional,20,50,50,50,40
1463,1976,Female,More than 5 years,Education and Training,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Yes,Metro,30,0,10,0,5
1464,1997,Male,Between 1 and 5 years,"Transport, Postal and Warehousing",Machinery operators and drivers - Mobile Plant Operators,20-199,Yes,Metro,20,20,10,20,20
1465,1995,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,100,100,100
1466,1980,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,80,80,70,80,60
